id,name,seg_words
1061207,崇信县中医院,崇信县 中医院
1061229,山东省体育医院,山东省 体育
1061239,山东大学校医院,山东 大学校
1061243,富平县第二人民医院,富平县 第二 人民
1061245,宿迁市宿城区罗圩医院,宿迁市 宿城区 罗圩
1061247,宿州33医院,宿州 33
1061265,宜兴市周铁医院,宜兴市 周铁
1061289,宁波市江东区福明医院,宁波市 江东区 福明
1061315,娄底市骨伤医院,娄底市 骨伤
1061331,太原长城外科医院,太原 长城 外科
1061335,天门市第四人民医院,天门市 第四 人民
1061337,天通仁和医院,天通仁
1061345,天祝县藏医院,天祝县 藏医院
1061355,天津市西青区中医医院,天津市 西青区 中医
1061361,天津市津南区咸水沽医院,天津市 津南区 咸水沽
1061363,天津市河西区中医医院,天津市 河西区 中医
1061367,天津市东华医院,天津市 东华
1061371,天津天拖医院,天津 天拖
1061373,天津南开济兴医院,天津 南开 济兴
1061417,大同新建康医院,大同 新建康
1061425,垦利黄河中医院,垦利 黄河 中医院
1061427,图木舒克市人民医院,图木 舒克市 人民
1061435,四平神农医院,四平 神农
1061437,四川西婵泛亚整形美容医院,四川 西婵 泛亚 整形 美容
1061441,四川省卫生管理干部学院附属医院,四川省 卫生 管理 干部
1061451,嘉鱼县血防医院,嘉鱼县 血防
1061455,嘉祥县第三人民医院,嘉祥县 第三 人民
1061457,嘉峪关市中医医院,嘉峪关市 中医
1061465,唐县仁济医院,唐县 仁济
1061477,周口市人民医院,周口市 人民
1061479,周口妇产医院,周口 妇产
1061481,吴起县人民医院,吴起县 人民
1061499,合肥瑞金肛肠医院,合肥 瑞金 肛肠
1061503,台州市中西医结合医院,台州市 中西医 结合
1061505,古田县第二医院,古田县 第二
1061513,厦门新开元医院,厦门 新 开元
1061531,南通市通州区人民医院,南通市 通州区 人民
1061545,南康市骨创伤医院,南康市 骨创伤
1061559,南充卫生学校附属医院,南充 卫生 学校
1061561,南京科大医院,南京 科大
1061595,千灯人民医院,千灯 人民
1061599,十堰市西苑医院,十堰市 西苑
1061617,北京鼓楼医院,北京 鼓楼
1061619,北京首儿李桥儿童医院,北京 首儿 李桥 儿童
1061625,北京第六医院,北京 第六
1061629,北京王府医院,北京 王府
1061635,北京曹开镛中医男科医院,北京 曹开镛 中医 男科
1061645,北京市上地医院,北京市 上地
1061653,北京四季青医院,北京 四季青
1061659,北京伟达中医肿瘤医院,北京 伟达 中医 肿瘤
1061661,北京亚美医院,北京 亚美
1061663,北京中海中医医院,北京 中海 中医
1061679,冀中能源峰峰集团有限公司总医院,冀中 能源 峰峰 集团 总医院
1061695,克州人民医院,克州 人民
1061703,佛山爱尔眼科医院,佛山 爱尔眼科
1061725,伊川瑞和中医院,伊川瑞 中医院
1061741,云阳县双江人民医院,云阳县 双江 人民
1061753,于都县第二人民医院,于都县 第二 人民
1061773,丹东市公安医院,丹东市 公安
1061781,临汾市尧都区中西医结合眼科医院,临汾市 尧都区 中西医 结合 眼科
1061817,中国人民解放军第一零零医院,人民 解放军 第一 零零
1061823,中国人民解放军第一八七中心医院,人民 解放军 第一 八七 中心
1061857,东莞市道滘医院,东莞市 道滘
1061865,东莞光华医院,东莞 光华
1061895,上海市闸北区第十人民医院,上海市 闸北区 第十 人民
1061899,上海市闸北区中心医院,上海市 闸北区 中心
1061909,上海市奉贤区奉城医院,上海市 奉贤区 奉城
1061917,上海仁爱医院,上海 仁爱
1061939,万荣县中医院,万荣县 中医院
1061961,541总医院,541 总医院
1062003,龙游骨伤专科医院,龙游 骨伤
1062021,齐齐哈尔铁路专科医院,齐齐哈尔 铁路
1062027,齐鲁石化医院,齐鲁石化
1062031,齐鲁医院南山分院,齐鲁 南山
1062033,鼓楼区中医院,鼓楼区 中医院
1062037,黔西县中心医院,黔西县 中心
1062049,黑龙江省五院,黑龙江省 五院
1062051,黑龙江省中医药科学院,黑龙江省 中医药 科学院
1062059,黎平县诚德医院,黎平县 诚德
1062061,黄骅神农居医院,黄骅神 农居
1062065,黄骅同仁医院,黄骅 同仁
1062067,黄陂爱民医院,黄陂爱民
1062095,黄冈爱尔眼科医院,黄冈 爱尔眼科
1062105,鸡西市滴道区人民医院,鸡西市 滴道区 人民
1062111,高邮市第二人民医院,高邮市 第二 人民
1062125,马鞍山市传染病医院,马鞍山市 传染病
1062155,鞍山市长大医院,鞍山市 长大
1062165,静乐县人民医院,静乐县 人民
1062173,青阳康平医院,青阳康 平医院
1062177,青田江南医院,青田 江南
1062179,青海福利慈善医院,青海 福利 慈善
1062187,青岛福山康复医院,青岛 福山 康复
1062189,青岛湛山疗养院,青岛湛 山疗 养院
1062201,青岛华厦眼科医院,青岛 华厦 眼科
1062213,青原区人民医院,青原区 人民
1062221,随州市铁树医院,随州市 铁树
1062243,陕汽集团第二职工医院,陕汽 集团 第二 职工
1062263,阿拉善盟蒙医医院,阿拉善盟 蒙医
1062271,阳泉华康医院,阳泉 华康
1062285,闽侯县第二医院,闽侯县 第二
1062295,长沙艾丽斯妇产医院,长沙 艾丽斯 妇产
1062299,长沙楚雅医院,长沙 楚雅
1062301,长沙普济医院,长沙 普济
1062303,长沙手外科医院,长沙手 外科
1062305,长沙市雷锋医院,长沙市 雷锋
1062335,长春一诺眼科医院,长春 一诺眼科
1062355,镇巴县立信医院,镇巴县 立信
1062383,钦州市钦北区人民医院,钦州市 钦北区 人民
1062399,金秀瑶医医院,金秀 瑶医
1062407,金沙陈飞医院,金沙 陈飞
1062427,重庆龙都医院,重庆 龙都
1062429,重庆金佑医院,重庆 金佑
1062431,重庆都市俪人医院,重庆 都市 俪人
1062447,重庆沙坪坝区陈家桥医院,重庆 沙坪坝区 陈家桥
1062455,重庆新兴医院,重庆 新兴
1062459,重庆市长寿区西南俪人医院,重庆市 长寿区 西南 俪人
1062461,重庆市长寿区协和医院,重庆市 长寿区 协和
1062475,潼南区人民医院,潼南区 人民
1062477,重庆市涪陵极康医院,重庆市 涪陵 极康
1062481,重庆市总工会康复医院,重庆市 总工会 康复
1062485,重庆市万州区第五人民医院,重庆市 万州区 第五 人民
1062491,重庆中西医结合医院,重庆 中西医 结合
1062495,重庆国医堂医院,重庆 国医堂
1062497,重庆华山医院,重庆 华山
1062499,重庆医科大学附属第一医院金山医院,重庆 医科 大学 第一 金山
1062503,重庆北城医院,重庆 北城
1062507,重庆佳和中医肛肠医院,重庆佳 中医 肛肠
1062509,重庆二郎医院,重庆 二郎
1062511,重庆二建医院,重庆 二建
1062513,重庆东和医院,重庆东
1062517,重庆专汽医院,重庆 专汽
1062521,鄱阳县中医院,鄱阳县 中医院
1062523,鄱阳99医院,鄱阳99医院
1062531,鄄城复明眼科医院,鄄城 复明 眼科
1062533,鄂尔多斯市第三人民医院,鄂尔多斯市 第三 人民
1062539,都江堰市红十字会医院,都江堰市 红十字会
1062545,郴州骨科医院,郴州 骨科
1062551,郴州市苏仙区第三人民医院,郴州市 苏仙区 第三 人民
1062555,郴州巿第一人民医院,郴州巿 第一 人民
1062565,郑煤机职工医院,郑煤机 职工
1062569,郑州豫丰医院,郑州 豫丰
1062571,郑州济华骨科医院,郑州 济华 骨科
1062573,郑州市金水区总医院柳林医院,郑州市 金水区 总医院 柳林
1062597,邯郸康复中医院,邯郸 康复 中医院
1062603,邯邢冶金矿山管理职工医院,邯邢 冶金 矿山 管理 职工
1062615,道真自治县和盛医院,道真 自治县 盛医院
1062617,遂平仁安医院,遂平仁 安医院
1062633,通化市第五人民医院,通化市 第五 人民
1062639,连州恒生医院,连州 恒生
1062657,达州华康医院,达州 华康
1062677,辛集复明医院,辛集 复明
1062679,辉县市共济医院,辉县市 共济
1062705,费县光明眼科医院,费县 光明 眼科
1062711,贵阳现代女子医院,贵阳 现代 女子
1062721,贵阳市云岩区第二人民医院,贵阳市 云岩区 第二 人民
1062723,贵阳医学院附属乌当医院,贵阳 医学院 乌当
1062737,贵州省职工医院,贵州省 职工
1062739,毕节市第一人民医院,毕节市 第一 人民
1062757,调兵山市第一人民医院,调兵山市 第一 人民
1062759,诸城市东坡医院,诸城市 东坡
1062761,诸城同济医院,诸城 同济
1062809,解放军768医院,解放军 768
1062817,解放军42医院,解放军 42
1062883,西昌力平医院,西昌力 平医院
1062885,西平县第二人民医院,西平县 第二 人民
1062891,西安风城医院,西安 风城
1062897,西安远大皮肤病医院,西安 远大 皮肤病
1062899,西安莲湖大唐医院,西安 莲湖 大唐
1062905,西安红樱医院,西安 红樱
1062909,西安雁塔祁康中西医结合医院,西安 雁塔 祁康 中西医 结合
1062911,西安武警工程大学医院,西安 武警 工程 大学
1062927,西安天佑儿童医院,西安 天佑 儿童
1062941,西宁市恒生骨伤专科医院,西宁市 恒生 骨伤
1062951,西仪集团医院,西仪 集团
1062953,襄阳爱尔眼科医院,襄阳 爱尔眼科
1062969,衢州骨伤科医院,衢州 骨伤科
1062995,蚌埠五和医院,蚌埠五
1063035,菱湖人民医院,菱湖 人民
1063051,莘县中日友好医院,莘县 中日 友好
1063069,荆州市惠民医院,荆州市 惠民
1063083,英德市东华医院,英德市 东华
1063087,苏州市相城区漕湖人民医院,苏州市 相城区 漕湖 人民
1063091,苏州民生皮肤病医院,苏州 民生 皮肤病
1063099,苏州大学附属肿瘤医院,苏州 大学 肿瘤
1063113,苏州同济医院,苏州 同济
1063119,苍溪县精神卫生防治院,苍溪县 精神 卫生 防治院
1063121,苍南金城医院,苍南 金城
1063143,芒市护康医院,芒市 护康
1063151,舞阳钢铁有限责任公司职工医院,舞阳 钢铁 有限责任公司 职工
1063167,胜利石油管理局河口医院,胜利 石油 管理局 河口
1063169,胜利油田机关医院,胜利 油田 机关
1063175,肥东县第三人民医院,肥东县 第三 人民
1063177,重庆颐宁医院,重庆 颐宁
1063179,肇庆砚都医院,肇庆 砚都
1063181,肃宁融天医院,肃宁 融天
1063191,聊城市东昌府人民医院大张分院,聊城市 东昌府 人民 大张
1063193,聊城光明眼科医院,聊城 光明 眼科
1063195,耒阳市肾脏病医院,耒阳市 肾脏病
1063197,耒阳市第三人民医院,耒阳市 第三 人民
1063215,绵阳耳鼻喉医院,绵阳 耳鼻喉
1063219,绵阳万江眼科医院,绵阳万 江眼科
1063223,绥化市同仁妇科医院,绥化市 同仁 妇科
1063245,筠连大众医院,筠连 大众
1063287,穗华口腔医院,穗华 口腔
1063289,秦皇岛中西医结合骨科医院,秦皇岛 中西医 结合 骨科
1063291,科左中旗第三人民医院,科左 中旗 第三 人民
1063341,福州神康医院,福州 神康
1063351,福建霞浦福宁医院,福建霞 浦福宁
1063353,神木县开发医院,神木县 开发
1063377,石阡泉城医院,石阡泉城
1063391,石棉容大医院,石棉容 大医院
1063393,石柱县人民医院,石柱县 人民
1063405,石家庄男科医院,石家庄 男科
1063407,石家庄弘仁中医院,石家庄 弘仁 中医院
1063413,眉州监狱医院,眉州 监狱
1063429,盖州市中西医结合医院,盖州市 中西医 结合
1063437,盐城市城南医院,盐城市 城南
1063455,白水县协和医院,白水县 协和
1063465,登封仁海医院,登封仁海
1063527,玉田骨科医院,玉田 骨科
1063529,玉田县第二医院,玉田县 第二
1063545,牡丹区中心医院,牡丹区 中心
1063571,烟台市芝罘区幸福医院,烟台市 芝罘区 幸福
1063581,灌南仁慈医院,灌南仁 慈医院
1063583,濮阳县第二人民医院,濮阳县 第二 人民
1063599,潍坊尊一医院,潍坊尊 一医院
1063609,漯河医学高等专科学校第二附属医院,漯河 医学 高等 专科学校 第二
1063615,滨州医学院烟台附属医院,滨州 医学院 烟台
1063633,湛江西南医院,湛江 西南
1063639,湛江久和医院,湛江久
1063647,湘潭市第六人民医院,湘潭市 第六 人民
1063649,湘潭市江麓医院,湘潭市 江麓
1063651,湘潭市江南医院,湘潭市 江南
1063661,湖南省荣军医院,湖南省 荣军
1063665,湖南省第六工程公司建设医院,湖南省 第六 工程 公司 建设
1063723,游仙康耀医院,游仙 康耀
1063745,温岭中山医院,温岭 中山
1063757,清远市第二人民医院,清远市 第二 人民
1063761,清苑县裕东医院,清苑县 裕东
1063779,深圳广济医院,深圳 广济
1063797,深圳市宝安区石岩医院,深圳市 宝安区 石岩
1063799,深圳市坪山新区人民医院,深圳市 坪山 新区 人民
1063805,深圳和美妇儿科医院,深圳 美妇 儿科
1063811,淮滨县安康医院,淮滨县 安康
1063819,淮南新华医院,淮南 新华
1063835,淄博协和医院,淄博 协和
1063847,涪陵三峡医院,涪陵 三峡
1063857,海盐县康宁医院,海盐县 康宁
1063877,海南大学医院,海南 大学
1063885,海丰黄江医院,海丰 黄江
1063887,浮梁金氏正骨医院,浮梁金氏 正骨
1063891,浠水县骨科医院,浠水县 骨科
1063925,浙江大学校医院,浙江 大学校
1063939,济阳协和医院,济阳 协和
1063955,济宁同济医院,济宁 同济
1063965,洪湖市第四人民医院,洪湖市 第四 人民
1063969,洞口县山门医院,洞口县 山门
1063975,洛阳市第八人民医院,洛阳市 第八 人民
1063993,泸州骨病医院,泸州 骨病
1063995,泸州王氏骨科医院,泸州 王氏 骨科
1063997,泸州市第三人民医院,泸州市 第三 人民
1064011,泰安监狱医院,泰安 监狱
1064015,泰博儿童医院,泰博 儿童
1064019,泗洪县城南医院,泗洪县 城南
1064027,泉州市洛江区医院,泉州市 洛江区
1064037,河源同济医院,河源 同济
1064053,河南省省直第二医院,河南省 省直 第二
1064073,河南省工人龙门疗养院,河南省 工人龙 门疗 养院
1064085,河南中都中西医结合皮肤病医院,河南 中都 中西医 结合 皮肤病
1064117,沧州安定医院,沧州 安定
1064135,沈阳市第七人民医院,沈阳市 第七 人民
1064137,沈阳市皇姑区精神卫生医院,沈阳市 皇姑区 精神 卫生
1064157,沈阳化工集团有限公司职工医院,沈阳 化工 集团 职工
1064167,沁阳市联盟医院,沁阳市 联盟
1064183,江阴开泰医院,江阴 开泰
1064185,江阴市青阳医院,江阴市 青阳
1064187,江阴市长泾医院,江阴市 长泾
1064189,江阴市中医肝胆医院,江阴市 中医 肝胆
1064249,汉滨区第三人民医院,汉滨区 第三 人民
1064267,永川区红十字医院,永川区 红十字
1064273,永吉华泰医院,永吉 华泰
1064279,水碾社区医院,水碾 社区
1064281,水城矿业集团总医院,水城 矿业 集团 总医院
1064293,武陟县第二人民医院,武陟县 第二 人民
1064303,武警西藏边防总队医院,武警 西藏 边防 总队
1064305,武警番禺医院,武警 番禺
1064325,武汉虎泉医院,武汉 虎泉
1064327,武汉蓝天医院,武汉 蓝天
1064335,武汉爱普之光眼科医院,武汉 爱普之光眼科
1064387,武汉世纪国医堂医院,武汉 世纪 国医堂
1064429,榆阳区人民医院,榆阳区 人民
1064431,榆社县中医院,榆社县 中医院
1064433,楚雄彝族自治州人民医院,楚雄 彝族 自治州 人民
1064451,桐乡市第四人民医院,桐乡市 第四 人民
1064461,株洲市新兴医院,株洲市 新兴
1064479,柘城县恒康医院,柘城县 恒康
1064491,松滋市第三人民医院,松滋市 第三 人民
1064527,杭州圣康医院,杭州 圣康
1064531,杭州余杭骨科医院,杭州 余杭骨科
1064547,李氏骨伤康复医院,李氏 骨伤 康复
1064551,本钢南地医院,本钢 南地
1064557,本溪满族自治县第一人民医院,本溪 满族 自治县 第一 人民
1064559,本溪满族自治县中医院,本溪 满族 自治县 中医院
1064587,曲阳县东城医院,曲阳县 东城
1064601,普宁复大医院,普宁复 大医院
1064625,星沙年轮骨科医院,星沙年 轮骨科
1064629,易县第三人民医院,易县 第三 人民
1064639,昌吉市平安医院,昌吉市 平安
1064647,昆明长城医院,昆明 长城
1064657,昆明东方医院,昆明 东方
1064665,无锡梓旺康复医院,无锡梓 旺康复
1064695,新疆自治区第六人民医院,新疆 自治区 第六 人民
1064697,新疆维吾尔自治区第二济困医院,新疆 维吾尔 自治区 第二济困
1064699,新疆自治区人民医院北院,新疆 自治区 人民
1064719,伊犁哈萨克自治州新华医院,伊犁 哈萨克自治州 新华
1064741,新会第二人民医院,新会 第二 人民
1064745,新乡县中医院,新乡县 中医院
1064753,文登市三病医院,文登市 三病
1064765,攸县康民医院,攸县 康民
1064769,攀钢西昌医院,攀钢 西昌
1064781,抚顺石化总医院,抚顺 石化 总医院
1064787,承德都市妇科医院,承德 都市 妇科
1064797,扬州市颐和康复医院,扬州市 颐和 康复
1064799,扬州市口腔医院,扬州市 口腔
1064805,扬州和平医院,扬州 和平
1064819,成都玛丽亚妇产医院,成都 玛丽亚 妇产
1064823,成都新生堂妇产医院,成都 新生堂 妇产
1064825,成都市新都区第三人民医院,成都市 新都区 第三 人民
1064839,成都九龙医院,成都 九龙
1064851,成都东区医院,成都
1064863,慈溪市龙山医院,慈溪市 龙山
1064865,慈利县环城医院,慈利县 环城
1064871,惠州爱尔眼科医院,惠州 爱尔眼科
1064883,惠东县第二人民医院,惠东县 第二 人民
1064901,怀来博爱医院,怀来 博爱
1064903,怀化爱尔眼科医院,怀化 爱尔眼科
1064905,怀化市第二人民医院靖州分院,怀化市 第二 人民 靖州
1064919,德惠福阳医院,德惠福阳
1064921,德惠市民心医院,德惠市 民心
1064929,德州康复医院,德州 康复
1064933,德宏州第二人民医院,德宏州 第二 人民
1064943,徐州普瑞康复医院,徐州 普瑞康 复医院
1064945,徐州市铜山区中医院,徐州市 铜山区 中医院
1064955,彭州市第四人民医院,彭州市 第四 人民
1064965,张家界大众医院,张家界 大众
1064967,张家港市妙桥医院,张家港市 妙桥
1064969,张家港中心医院,张家港 中心
1064973,张家口仁康医院,张家口 仁康
1064979,开县第三人民医院,开县 第三 人民
1064991,建昌县新区医院,建昌县 新区
1064995,建德德生眼科医院,建德德生 眼科
1065001,廊坊市广阳区人民医院,廊坊市 广阳区 人民
1065023,库尔勒市第一人民医院,库尔勒市 第一 人民
1065053,南宁市茅桥中心医院,南宁市 茅桥 中心
1065081,广州市萝岗区红十字会医院,广州市 萝岗区 红十字会
1065085,广州市萝岗区中医医院,广州市 萝岗区 中医
1065093,广州市白云区石井人民医院,广州市 白云区 石井 人民
1065099,广州市番禺区沙湾人民医院,广州市 番禺区 沙湾 人民
1065111,广州市中医药大学金沙洲医院,广州市 中医药 大学 金沙洲
1065171,广东省监狱中心医院,广东省 监狱 中心
1065199,平煤集团总医院,平煤 集团 总医院
1065203,平湖新华医院,平湖 新华
1065205,平江县第三人民医院,平江县 第三 人民
1065207,平山县人民医院,平山县 人民
1065235,常山县骨伤科医院,常山县 骨伤科
1065239,师宗现代医院,师宗 现代
1065271,巴楚博爱医院,巴楚 博爱
1065275,巴州区红十字医院,巴州区 红十字
1065279,巴中市恩阳区第一人民医院,巴中市 恩阳区 第一 人民
1065291,巍山协和医院,巍山 协和
1065293,嵊州市康复护理医院,嵊州市 康复 护理
1065325,山西红十字口腔医院大同分院,山西 红十字 口腔 大同
1065335,山西博大泌尿外科医院,山西 博大泌尿 外科
1065367,山东煤炭临沂温泉疗养院,山东 煤炭 临沂 温泉疗 养院
1065379,山东中医药大学中鲁医院,山东 中医药 大学 中鲁
1065397,射洪兴建康复医院,射洪 兴建 康复
1065407,富阳口腔医院,富阳 口腔
1065409,宿迁市妇产医院,宿迁市 妇产
1065435,宜春巿第二人民医院,宜春巿 第二 人民
1065443,宜宾市第二中医医院,宜宾市 第二 中医
1065445,宜宾利民医院,宜宾 利民
1065449,宜兴市红塔医院,宜兴市 红塔
1065451,宜兴市徐舍医院,宜兴市 徐舍
1065453,宜兴市官林医院,宜兴市 官林
1065459,定西县第二人民医院,定西县 第二 人民
1065461,定南南方医院,定南 南方
1065465,安阳康宁精神卫生专科医院,安阳 康宁 精神 卫生
1065469,安阳县直医院,安阳县 直医院
1065475,安泰社区医院,安泰 社区
1065481,安徽中医药大学第二附属医院,安徽 中医药 大学 第二
1065501,安县协和医院,安县 协和
1065513,宁陵县民族医院,宁陵县 民族
1065519,宁波爱尔光明眼科医院,宁波 爱尔 光明 眼科
1065537,宁夏第四人民医院,宁夏 第四 人民
1065539,宁夏眼科医院,宁夏 眼科
1065545,宁南县华弹医院,宁南县 华弹
1065553,孝感市第二人民医院,孝感市 第二 人民
1065555,孝感市惠民医院,孝感市 惠民
1065557,婺城区第一人民医院,婺城区 第一 人民
1065587,太谷友好医院,太谷 友好
1065595,太和城关医院,太 城关
1065601,太原市第九人民医院,太原市 第九 人民
1065611,天津西站皮肤病医院,天津 西站 皮肤病
1065623,天津津华医院,天津 津华
1065627,天津河北区王串场社区医院,天津 河北区 王串场 社区
1065631,天津市职工医院,天津市 职工
1065637,天津市河北区靖江医院,天津市 河北区 靖江
1065639,天津市河东常氏骨科医院,天津市 河东 常氏 骨科
1065641,天津市小淀医院,天津市 小淀
1065645,天津市医科大学代谢病医院,天津市 医科 大学 代谢病
1065657,天津大港中医医院,天津 大港 中医
1065659,天津国泰医院,天津 国泰
1065661,天津卫协医院,天津 卫协
1065663,天津南开仁山医院,天津 南开 仁山
1065665,天津医科大学总医院滨海医院,天津 医科 大学 总医院 滨海
1065711,大通县中医院,大通县 中医院
1065725,大悟博爱医院,大悟 博爱
1065733,大庆油田总医院集团东海医院,大庆 油田 总医院 集团 东海
1065737,大庆市让胡路区人民医院,大庆市 胡路区 人民
1065741,大庆创伤医院,大庆 创伤
1065763,大同和合医院,大同 和合
1065765,大同博康医院,大同 博康
1065771,大余第二医院,大余 第二
1065791,城阳区第二人民医院,城阳区 第二 人民
1065815,国防大学医院,国防 大学
1065817,国谊中医医院,国谊 中医
1065825,四平市第四人民医院,四平市 第四 人民
1065827,四川省绵阳四0四医院,四川省 绵阳 四0四
1065857,嘉兴市秀洲区新塍医院,嘉兴市 秀洲区 新塍
1065865,喀左县第四人民医院,喀左县 第四 人民
1065875,商丘福音医院,商丘 福音
1065877,商丘市第五人民医院,商丘市 第五 人民
1065897,咸阳风轮医院,咸阳 风轮
1065923,吴江区第四人民医院,吴江区 第四 人民
1065925,吴忠市新区医院,吴忠市 新区
1065933,含山县中医院,含山县 中医院
1065949,吉首市中山医院,吉首市 中山
1065951,吉林省龙井市人民医院,吉林省 龙井市 人民
1065955,吉林省第二荣复军人医院,吉林省 第二 荣复 军人
1065963,合阳华康医院,合阳 华康
1065965,合肥普瑞眼科医院,合肥 普瑞眼科
1065985,句容市郭庄医院,句容市 郭庄
1065993,双流蛟龙港医院,双流 蛟龙港
1066007,厦门安宝医院,厦门 安宝
1066025,博视眼耳鼻喉专科医院,博视 眼耳 鼻喉
1066039,南阳市第八人民医院,南阳市 第八 人民
1066043,南阳同仁中医院,南阳 同仁 中医院
1066045,南阳医专二附院,南阳 医专 二附院
1066049,南部骨科医院,骨科
1066053,南部中仁医院,中仁
1066071,南海区第九人民医院,南海区 第九 人民
1066075,南沙区东涌医院,南沙区 东涌
1066079,南江口腔医院,南江 口腔
1066087,南昌博大耳鼻咽喉医院,南昌 博大耳鼻 咽喉
1066105,南安市乐峰医院,南安市 乐峰
1066123,南充润和皮肤病专科医院,南充润 皮肤病
1066129,南京集庆门医院,南京 集庆门
1066133,南京航空航天大学医院,南京 航空 航天 大学
1066135,南京浦口区浦厂医院,南京 浦口区 浦厂
1066139,南京江宁新城医院,南京 江宁 新城
1066143,南京张接骨医院,南京 张接骨
1066163,南京中天皮肤科医院,南京 中天 皮肤科
1066167,南京万寿医院,南京 万寿
1066169,南乐中医肛肠医院,南乐 中医 肛肠
1066181,华宁瑞仁医院,华宁 瑞仁
1066189,华北油田总医院,华北 油田 总医院
1066209,北镇市人民医院,北镇市 人民
1066217,北碚康复医院,北碚 康复
1066225,北仑区第二人民医院,北仑区 第二 人民
1066229,北京首都国际机场医院,北京 首都 国际 机场
1066233,北京英智康复医院,北京 英智 康复
1066237,北京脑血管病医院,北京 脑血管病
1066245,北京瑶医医院,北京 瑶医
1066247,北京燕都医院,北京 燕都
1066255,北京永林医院,北京 永林
1066267,北京普祥医院,北京 普祥
1066269,北京时珍堂医院,北京 时珍堂
1066271,北京方舟中医医院,北京 方舟 中医
1066273,北京新世纪妇儿医院,北京 新世纪 妇儿
1066275,北京新世纪儿童医院,北京 新世纪 儿童
1066281,北京怀柔医院,北京 怀柔
1066283,北京平安医院,北京 平安
1066305,北京市昌平区汇仁医院,北京 市昌 平区 汇仁
1066307,北京市护国寺中医医院,北京市 护国寺 中医
1066313,北京市丰台中西医结合医院,北京市 丰台 中西医 结合
1066325,北京大学肿瘤医院南郊分院,北京大学 肿瘤 南郊
1066327,北京大兴兴业口腔医院,北京 大兴兴业 口腔
1066329,北京同安骨科医院,北京 同安 骨科
1066331,北京华盛医院,北京 华盛
1066333,北京北海医院,北京 北海
1066337,北京军区总医院京西医院,北京 军区 总医院 京西
1066339,北京俪婴妇产医院,北京 俪婴 妇产
1066341,北京中科西苑医院,北京 中科西苑
1066365,勐腊县中医院,勐腊县 中医院
1066369,务川昇辉医院,务川 昇辉
1066391,内黄县益民医院,内黄县 益民
1066405,内蒙古乌兰察布市第四医院,内蒙古 乌兰察布市 第四
1066413,内丘县人民医院,内丘县 人民
1066427,兰州爱尔眼科医院,兰州 爱尔眼科
1066459,克拉玛依市第二人民医院,克拉玛依市 第二 人民
1066471,修文县百信医院,修文县 百信
1066479,保定鹰华眼科医院,保定 鹰华 眼科
1066481,保定脉管炎医院,保定 脉管炎
1066485,保定市优抚医院,保定市 优抚
1066499,佛山正骨骨科医院,佛山 正骨 骨科
1066503,顺德第一人民医院,顺德 第一 人民
1066509,南海区第五人民医院,南海区 第五 人民
1066513,佛山市仁和中医院,佛山市仁 中医院
1066527,余干县楚东医院,余干县 楚东
1066545,任丘益民医院,任丘益民
1066553,介休市第二人民医院,介休市 第二 人民
1066567,仁寿中鑫医院,仁寿 中鑫
1066593,云梦城关医院,云梦 城关
1066599,云南结石病医院,云南 结石病
1066601,云南省第一人民医院新昆华医院,云南省 第一 人民 新昆华
1066611,云南皮肤病医院,云南 皮肤病
1066617,云南新新华医院,云南 新 新华
1066619,云南怡园康复医院,云南 怡园 康复
1066631,九江开发区人民医院,九江 开发区 人民
1066633,九原区第二人民医院,九原区 第二 人民
1066641,乐至县协和医院,乐至县 协和
1066643,乐至县亲和医院,乐至县 亲和
1066645,乐清邦尔中西医结合医院,乐清邦尔 中西医 结合
1066647,乐清市第五人民医院,乐清市 第五 人民
1066649,乐平市红十字会医院,乐平市 红十字会
1066653,乐安县第二人民医院,乐安县 第二 人民
1066679,临澧县第三人民医院,临澧县 第三 人民
1066681,临湘市中雅医院,临湘市 中雅
1066695,临沧卫校附属医院,临沧 卫校
1066707,临安青山湖中医院,临安 青山湖 中医院
1066711,丰顺县中山友好医院,丰顺县 中山 友好
1066751,中核四0四医院,中核四0 四
1066763,中山市小榄镇陈星海医院,中山市 小榄镇 陈星海
1066781,中山国丹中医院,中山 国丹 中医院
1066793,中国核工业公司成都四一六医院,核工业 公司 成都 四一六
1066797,中国医科大学附属第一医院大东医院,医科 大学 第一 大东
1066799,中国医科大学附属盛京医院辽东弯分院,医科 大学 盛京 辽东弯
1066801,中国医科大学附属盛京医院大连医院,医科 大学 盛京 大连
1066811,中国人民解放军陆军总医院,人民 解放军 陆军 总医院
1066823,中国人民解放军第二八五医院,人民 解放军 第二 八五
1066845,中国人民解放军第153医院,人民 解放军 第153
1066859,中国人民解放军五三二医院,人民 解放军 五三二
1066869,武警广东总队医院番禺分院,武警 广东 总队 番禺
1066883,中医大二院,中医 大二院
1066901,东莞玛丽亚妇产医院,东莞 玛丽亚 妇产
1066905,东莞市莞城人民医院,东莞市 莞城 人民
1066911,东莞市万江医院,东莞市 万江
1066931,东海仁慈医院,东海仁 慈医院
1066945,东台同仁医院,东台 同仁
1066965,上饶春华医院,上饶 春华
1066979,上海第一人民医院南院,上海 第一 人民
1066981,上海禾新医院,上海 禾新
1066993,上海平安医院,上海 平安
1067021,上海市南汇区中心医院,上海市 南汇区 中心
1067037,上海安泰医院,上海 安泰
1067039,上海天大医疗美容医院,上海 天大 医疗 美容
1067041,上海复大医院,上海 复大
